shot_id,episode,scene_id,beat,start_time_sec,duration_sec,location_id,location_name,characters,action,dialogue,emotion,shot_type,camera,movement,composition,props,wardrobe,lighting,style_keywords,continuity_notes,storyboard_prompt,video_prompt,negative_prompt,seed,reference_pack,output_type,output_path,priority
S0133,1,SC04,mid_turn,453,3,L4,后山废井口,C1,井口阴风,……,恐惧,CU,eye-level,static,diagonal,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 井口阴风, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100134,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0133.png,mid
S0134,1,SC04,mid_turn,456,3,L4,后山废井口,C1,裂痕蔓延,……,震惊,CU,eye-level,slow push-in,diagonal,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 震惊. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100135,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0134.png,mid
S0135,1,SC04,mid_turn,459,3,L4,后山废井口,C1,脚步打滑,……,顿悟,MS,eye-level,static,rule-of-thirds,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 脚步打滑, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100136,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0135.png,mid
S0136,1,SC04,mid_turn,462,3,L4,后山废井口,C1,井口阴风,以命换路。,恐惧,CU,eye-level,slow push-in,over-shoulder,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 井口阴风, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100137,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0136.png,mid
S0137,1,SC04,mid_turn,465,3,L4,后山废井口,C1,符文光点浮现,以弱破局。,震惊,WS,eye-level,static,diagonal,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 符文光点浮现, emotion 震惊. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100138,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0137.png,mid
S0138,1,SC04,mid_turn,468,5,L4,后山废井口,C1,裂痕蔓延,以命换路。,恐惧,WS,eye-level,static,rule-of-thirds,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100139,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0138.png,mid
S0139,1,SC04,mid_turn,473,3,L4,后山废井口,C1,符文光点浮现,……,震惊,WS,eye-level,static,center,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 符文光点浮现, emotion 震惊. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100140,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0139.png,mid
S0140,1,SC04,mid_turn,476,3,L4,后山废井口,C1,玉坠发热,以命换路。,顿悟,MCU,eye-level,static,center,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 玉坠发热, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100141,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0140.png,mid
S0141,1,SC04,mid_turn,479,4,L4,后山废井口,C1,玉坠发热,以弱破局。,顿悟,WS,eye-level,static,rule-of-thirds,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 玉坠发热, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100142,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0141.png,mid
S0142,1,SC04,mid_turn,483,3,L4,后山废井口,C1,裂痕蔓延,……,顿悟,WS,eye-level,handheld slight,two-shot,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100143,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0142.png,mid
S0143,1,SC04,mid_turn,486,3,L4,后山废井口,C1,井口阴风,……,恐惧,MCU,eye-level,static,center,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 井口阴风, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100144,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0143.png,mid
S0144,1,SC04,mid_turn,489,3,L4,后山废井口,C1,裂痕蔓延,以弱破局。,恐惧,MS,eye-level,handheld slight,two-shot,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100145,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0144.png,mid
S0145,1,SC04,mid_turn,492,5,L4,后山废井口,C1,玉坠发热,……,顿悟,MCU,eye-level,handheld slight,rule-of-thirds,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 玉坠发热, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100146,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0145.png,mid
S0146,1,SC04,mid_turn,497,5,L4,后山废井口,C1,裂痕蔓延,……,恐惧,MS,eye-level,slow push-in,rule-of-thirds,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 裂痕蔓延, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100147,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0146.png,mid
S0147,1,SC04,mid_turn,502,3,L4,后山废井口,C1,脚步打滑,以命换路。,恐惧,CU,eye-level,static,over-shoulder,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 脚步打滑, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100148,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0147.png,mid
S0148,1,SC04,mid_turn,505,3,L4,后山废井口,C1,脚步打滑,以命换路。,顿悟,WS,eye-level,static,over-shoulder,rope,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 脚步打滑, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100149,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0148.png,mid
S0149,1,SC04,mid_turn,508,5,L4,后山废井口,C1,脚步打滑,……,恐惧,MCU,eye-level,static,diagonal,rune_scroll,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; 符文为古风发光符号，避免现代字体,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 脚步打滑, emotion 恐惧. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100150,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0149.png,mid
S0150,1,SC04,mid_turn,513,4,L4,后山废井口,C1,符文光点浮现,以命换路。,顿悟,WS,eye-level,handheld slight,diagonal,C1_jade_pendant,C1:dark-blue hanfu,moonlight rim,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 后山废井口, moonlight rim, characters C1, 符文光点浮现, emotion 顿悟. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100151,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0150.png,mid
S0151,1,SC05,escalation_2,517,3,L4,废井深处,C1,呼吸急促,……,决绝,MCU,eye-level,static,rule-of-thirds,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100152,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0151.png,mid
S0152,1,SC05,escalation_2,520,3,L4,废井深处,C1,石壁滑落碎屑,再来！,痛苦,MS,eye-level,handheld slight,center,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 石壁滑落碎屑, emotion 痛苦. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100153,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0152.png,mid
S0153,1,SC05,escalation_2,523,3,L4,废井深处,C1,手抓到法器,再来！,紧张,WS,eye-level,handheld slight,two-shot,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 手抓到法器, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100154,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0153.png,mid
S0154,1,SC05,escalation_2,526,5,L4,废井深处,C1,绳结收紧,我不会按你们的结局走。,决绝,CU,eye-level,slow push-in,rule-of-thirds,,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 绳结收紧, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100155,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0154.png,mid
S0155,1,SC05,escalation_2,531,4,L4,废井深处,C1,石壁滑落碎屑,……,决绝,MS,eye-level,static,two-shot,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 石壁滑落碎屑, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100156,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0155.png,mid
S0156,1,SC05,escalation_2,535,3,L4,废井深处,C1,石壁滑落碎屑,我不会按你们的结局走。,决绝,MS,eye-level,handheld slight,center,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 石壁滑落碎屑, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100157,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0156.png,mid
S0157,1,SC05,escalation_2,538,3,L4,废井深处,C1,石壁滑落碎屑,……,决绝,MS,eye-level,handheld slight,diagonal,lost_artifact,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 石壁滑落碎屑, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100158,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0157.png,mid
S0158,1,SC05,escalation_2,541,5,L4,废井深处,C1,黑影逼近,……,痛苦,WS,eye-level,static,over-shoulder,,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 黑影逼近, emotion 痛苦. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100159,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0158.png,mid
S0159,1,SC05,escalation_2,546,3,L4,废井深处,C1,呼吸急促,……,紧张,WS,eye-level,static,diagonal,lost_artifact,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100160,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0159.png,mid
S0160,1,SC05,escalation_2,549,4,L4,废井深处,C1,手抓到法器,我不会按你们的结局走。,紧张,CU,eye-level,static,center,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 手抓到法器, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100161,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0160.png,mid
S0161,1,SC05,escalation_2,553,5,L4,废井深处,C1,呼吸急促,我不会按你们的结局走。,决绝,MS,eye-level,static,over-shoulder,lost_artifact,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100162,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0161.png,mid
S0162,1,SC05,escalation_2,558,3,L4,废井深处,C1,呼吸急促,……,痛苦,CU,eye-level,handheld slight,two-shot,,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 痛苦. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100163,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0162.png,mid
S0163,1,SC05,escalation_2,561,3,L4,废井深处,C1,呼吸急促,再来！,紧张,MS,eye-level,slow push-in,diagonal,lost_artifact,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100164,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0163.png,mid
S0164,1,SC05,escalation_2,564,4,L4,废井深处,C1,黑影逼近,我不会按你们的结局走。,紧张,MCU,eye-level,handheld slight,two-shot,lost_artifact,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 黑影逼近, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100165,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0164.png,mid
S0165,1,SC05,escalation_2,568,5,L4,废井深处,C1,手抓到法器,再来！,紧张,MS,eye-level,slow push-in,two-shot,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 手抓到法器, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100166,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0165.png,mid
S0166,1,SC05,escalation_2,573,4,L4,废井深处,C1,呼吸急促,我不会按你们的结局走。,决绝,WS,eye-level,static,two-shot,,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100167,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0166.png,mid
S0167,1,SC05,escalation_2,577,3,L4,废井深处,C1,石壁滑落碎屑,……,紧张,CU,eye-level,static,two-shot,,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 石壁滑落碎屑, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100168,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0167.png,mid
S0168,1,SC05,escalation_2,580,3,L4,废井深处,C1,绳结收紧,……,紧张,CU,eye-level,static,rule-of-thirds,,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 绳结收紧, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100169,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0168.png,mid
S0169,1,SC05,escalation_2,583,4,L4,废井深处,C1,石壁滑落碎屑,再来！,紧张,MS,eye-level,static,diagonal,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 石壁滑落碎屑, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100170,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0169.png,mid
S0170,1,SC05,escalation_2,587,5,L4,废井深处,C1,绳结收紧,再来！,紧张,WS,eye-level,static,diagonal,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 绳结收紧, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100171,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0170.png,mid
S0171,1,SC05,escalation_2,592,3,L4,废井深处,C1,呼吸急促,……,痛苦,MCU,eye-level,static,over-shoulder,,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 痛苦. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100172,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0171.png,mid
S0172,1,SC05,escalation_2,595,3,L4,废井深处,C1,呼吸急促,我不会按你们的结局走。,决绝,WS,eye-level,static,rule-of-thirds,lost_artifact,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100173,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0172.png,mid
S0173,1,SC05,escalation_2,598,3,L4,废井深处,C1,呼吸急促,再来！,痛苦,CU,eye-level,static,diagonal,,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 痛苦. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100174,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0173.png,mid
S0174,1,SC05,escalation_2,601,5,L4,废井深处,C1,绳结收紧,……,痛苦,MS,eye-level,static,over-shoulder,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 绳结收紧, emotion 痛苦. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100175,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0174.png,mid
S0175,1,SC05,escalation_2,606,3,L4,废井深处,C1,呼吸急促,我不会按你们的结局走。,决绝,MS,eye-level,slow push-in,diagonal,lost_artifact,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100176,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0175.png,mid
S0176,1,SC05,escalation_2,609,3,L4,废井深处,C1,黑影逼近,再来！,痛苦,MS,eye-level,slow push-in,two-shot,lost_artifact,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 黑影逼近, emotion 痛苦. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100177,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0176.png,mid
S0177,1,SC05,escalation_2,612,3,L4,废井深处,C1,手抓到法器,再来！,紧张,MCU,eye-level,slow push-in,two-shot,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 手抓到法器, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100178,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0177.png,mid
S0178,1,SC05,escalation_2,615,3,L4,废井深处,C1,呼吸急促,我不会按你们的结局走。,痛苦,CU,eye-level,static,over-shoulder,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 呼吸急促, emotion 痛苦. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100179,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0178.png,mid
S0179,1,SC05,escalation_2,618,3,L4,废井深处,C1,手抓到法器,再来！,决绝,WS,eye-level,static,diagonal,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 手抓到法器, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100180,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0179.png,mid
S0180,1,SC05,escalation_2,621,3,L4,废井深处,C1,手抓到法器,……,决绝,CU,eye-level,handheld slight,center,rope,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 手抓到法器, emotion 决绝. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100181,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0180.png,mid
S0181,1,SC05,escalation_2,624,3,L4,废井深处,C1,黑影逼近,……,紧张,MCU,eye-level,static,rule-of-thirds,lost_artifact,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 黑影逼近, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100182,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0181.png,mid
S0182,1,SC05,escalation_2,627,4,L4,废井深处,C1,黑影逼近,……,紧张,MS,eye-level,static,diagonal,,C1:dark-blue hanfu,low light,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 废井深处, low light, characters C1, 黑影逼近, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100183,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0182.png,mid
